id;sku;title;category;pegi;price;ean;image;stock;brand;language_in_game;language_on_cover;language_subtitles;usk_on_disc;Band Material;Band Size;Band Width (mm);Bed Legs Material;Capacity (GB);Case Diameter (mm);Character;Club;Color;Content (cl);Content (g);Content (ml);Cup Size;Diameter (cm);Edition;Fit;Format;Gift Card Value;Grip;Grip Size;Height;Height (cm);Lenght (cm);Length;Length (cm);Length (m);Length Size (inches);Mattress Firmness;Mattress Toppers;Mattress Type;Number of Drinks;Primary Color;Region;Ringsize Circumference (mm);Season;Shoe Size (EU);Size;Size (cm);Size (EU);Suit Size;Theme;Value;Volume (L);Volume (ml);Waist Size (inches);Wheel Size (inches);Width;Width (cm);description
23489Z;1143229;Galak-Z: The Void / Skulls of the Shogun: Bone-A-Fide - Platinum;Video Games and Consoles - PlayStation 4 - Games;12+;9.82;5016488134569;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/23489Z/f37bdf894e0c4d63967801ed697f6f86.jpg/f/galak-z-void-skulls-of-shogun-bone-fide-platinum.jpg;13;;English;English;English,German,Spanish,French,Italian,Russian;12+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>17-BIT bring you two award-winning games in one pack!&nbsp</p><p>GALAK-Z is '80s spaceship anime and arcade-gaming melded with ultra-modern physics and A.I. in a skill-demanding, procedurally generated&nbsp<br>rogue-lite adventure! Be the hero in a world that oozes classic Saturday morning anime but plays like a tough, modern, tactical shooter.&nbsp<br>Try to survive the hostile environments of deep space, battling warring factions full of unique and cunning enemies.&nbsp<br>Unlock ever more powerful upgrades as you learn the secret of the GALAK-Z, and die and die again as you valiantly struggle&nbsp<br>to become the ultimate pilot â finally good enough to beat what GALAK-Z throws at you!</p>
2367CW;1159078;Nintendo Switch Deluxe Traveler Case;Video Games and Consoles - Nintendo Switch - Accessories - Cases & Storage;;15.6;0663293111688;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2367CW/5f6a21959c0d492a912e35bfe5720a56.jpg/f/nintendo-switch-deluxe-traveler-case.jpg;18;Nintendo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Fits Nintendo Switch or Nintendo Switch Lite</p>
AM98JT;1087758;This is the Police 2;Video Games and Consoles - Nintendo Switch - Games;16+;7.51;9120080072368;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AM98JT/a41125b69c854f1594b5d1904901e465.png/f/this-is-police-2.png;36;;English;English,Italian,French,Spanish;English,German,Russian,French,Portuguese,Spanish,Polish,Italian;16+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Interpret the law as you see fit in This Is the Police 2, sequel to the acclaimed noir drama This Is the Police! Run the sheriffâs department, manage your cops, investigate, interrogate, incarcerate, make tough decisions â and try to keep out of prison yourself! â in this story-driven mixture of adventure and strategy, set in a cold border town riven with violence.&nbsp</p><p>Welcome to Sharpwood, where people know their neighbors by name and faithfully keep to their traditions, no matter how barbaric those traditions might be. Smugglers, gangs, and screaming populists call this town their home. Despair grows like a cancer, hand in hand with violence. Itâs a hell of a job for the new sheriff, Lilly Reed (voiced by Sarah Hamilton, of the celebrated adventure saga The Longest Journey). Sheâs struggling to maintain order and peace, while her subordinates are uncouth men who arenât used to taking commands from a young woman. But everything changes when a mysterious stranger calling himself Warren Nash appears in Sharpwood. And no one knows what he'll bring to the town: salvation or perdition.<br><strong><br>Features:</strong><br></p><p>Jump into a surprising mix of gameplay styles. Just like its predecessor, This Is the Police 2 draws on different genres and mechanics, merging them into a one-of-a-kind story driven experience â this time adding even more unexpected twists. Is it an adventure game? A strategy? A simulation? A management game? A visual novel? A puzzle? Itâs all of these, and more!&nbsp<br>Participate in a harsh story where no one is completely innocent. The people of Sharpwood are ignorant and cruel. Poverty and hunger are met with increased outbursts of domestic crime, all while the inaction of the authorities has the townspeople relying on âforest spiritsâ and archaic religious cults. Constant problems with the food supply have delivered the town into the hands of local smugglers, many of whom are former military. Accuse the innocent, make deals with criminals, torture the ones who wonât go along willingly â you can do whatever it takes to make things go your way.<br>Keep your friends close, and your enemies closer. Your subordinates arenât just some resource they are living people with their own strengths, weaknesses, fears and prejudices â and you'll have to reckon with all these things in order to survive. The same goes for the rest of townspeople: in Sharpwood, everythingâs built on personal relationships, and you never know when being friends with the local butcher or business associates with the morgue owner might save your life.</p>
236VQ9;1164799;Numskull Playstation 5 Type-C 4M Braided Cable;Video Games and Consoles - PlayStation 5 - Accessories - Chargers;;10.11;5056280425472;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236VQ9/b43e5b407eef42df89c4899cfeae12a1.jpg/f/numskull-playstation-5-type-c-4m-braided-cable.jpg;2;Numskull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p><strong>Upgrade your PlayStation equipment with a USB C charger cable for your controller that is 4m long and tangle-resistant.</strong></p><ul><li><p>USB C Connector</p></li><li><p>Extra long 4m / 13ft cable</p></li><li><p>Ultra durability â premium braided cable</p></li><li><p>Tangle-resistant</p></li><li><p>24k Gold plated connectors resist corrosion for signal purity</p></li></ul>
AB62PE;1127506;DON ONE CABLES - HDMI Cable 2.0  - 3.0m;Video Games and Consoles - PlayStation 5 - Accessories - PlayStation 5 Cables;;9.82;5711336026484;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AB62PE/5a5fcfc4278547d98f0c2d30f0336237.jpg/f/don-one-cables-hdmi-cable-2-0-3-0m.jpg;295;DON ONE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p></p><p>HDMI 2.0<br>3,0 Meter<br>4K resolution support at 60 fps<br>24k Gold Platted Connectors<br>3D over HDMI<br>10.2 GHz Bandwidth<br>21:9 aspect ratio support<br>32 channel audio support</p><p><br></p><p>Connects Blu-Ray player, Apple TV, PS5, PS4, PS3, XBox One. Computer and other&nbsp<br>HDMI-enabled devices to TVs, displays, A/V receivers and more.</p><p><br></p><p>Cable allows you to share an Internet connection among multiple&nbsp<br>devices without the need of a seperate Ethernet cable.&nbsp</p>
2357PT;1151152;Ary and the Secret of Seasons;Video Games and Consoles - PlayStation 4 - Games;12+;17.91;5016488133463;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2357PT/cb49cd58266046779a9fbefbebd05b1a.jpg/f/ary-and-secret-of-seasons.jpg;31;;English;English;English,Spanish,French,German,Dutch,Italian;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Ary and the Secret of Seasons is an award-winning adventure game following a young girl named Aryelle, or Ary, as she journeys across the great world of Valdi.</p><p>By becoming the Guardian of Winter, Ary gains the ability to manipulate the seasons around her. Ary will learn to control the seasons and use them to defeat enemies, overcome obstacles, and solve complex puzzles on her adventure across Valdi.</p><p>Everyone calls her Ary, the sometimes impulsive daughter of Gwenn, the Guardian of Winter.</p><p>After unfortunate events befall her brother and prevent his succession to her fatherâs role as Guardian of Winter, Ary finds herself stepping into a tough position as the first girl to join the Guardian of Seasons.</p><p>Long ago, the world of Valdi was threatened by an evil mage. After a great struggle, he was defeated by the Legendary Warrior and sealed inside the Vault, imprisoned for all eternity. Today, the world of Valdi is divided into four regions corresponding to the season they experience.</p><p>For generations, the Guardians of Seasons have sustained and protected these regions â passing their knowledge from father to son.</p>
2349UT;1144299;Pokemon Mystery Dungeon: Rescue Team DX;Video Games and Consoles - Nintendo Switch - Games;7+;34.65;0045496425999;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2349UT/1ee7e5404708454cabfb66705d12a64a.jpg/f/pokemon-mystery-dungeon-rescue-team-dx.jpg;271;;;English;English,French,German,Italian,Spanish;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>You can meet and recruit PokÃ©mon in a dungeon-crawling adventure within their world! Build a rescue team to take on mysterious, changing dungeons and strategically plan your moves as you venture forth to make the PokÃ©mon world a safer placeâ¦and uncover your true purpose along the way.</p><p>As you recruit PokÃ©mon, these trusty teammates will need somewhere to stay, so build camps to house, manage, and strengthen your PokÃ©mon friends. Think hard about who is right for the job and how to approach each mysterious dungeon as you prepare a rescue team. Youâll move a single square at a time or use Auto mode to speed up movement until you engage other PokÃ©mon in turn-based battlesâbut donât forget about PokÃ©mon strengths and weaknesses! This version adds gorgeous watercolor-inspired graphics, and more! Get comfortable in being a PokÃ©mon, thereâs a lot of work to do.</p><ul><li>Wake up in the world of PokÃ©mon and uncover your true purpose</li><li>Dungeon layouts will change each time you enter them, so youâll likely not have the same adventure twice</li><li>Build a rescue team to explore dungeons and engage in strategic turn-based combat</li><li>PokÃ©mon are available to meet and recruit</li><li>This version adds gorgeous watercolor-inspired graphics, and more!</li></ul>
235Q9C;1155624;Space Junkies VR (DE/FR/IT);Video Games and Consoles - PlayStation 4 - Games;12+;3.45;3307216115731;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235Q9C/16b2d5dfe51f4e78a9fbbda1aea99b7b.jpg/f/space-junkies-vr-de-fr-it.jpg;45;;English,French,Spanish,German;German,French,Italian;English,French,Spanish,German;16+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Space Junkies is a visceral, jetpack-fueled VR Arcade Shooter where you fly through deadly Orbital Arenas in hostile space, facing off in extreme battles! You are now part of the elite Tribes of gun-slinging Spacers who battle it out in treacherous 2v2 and 1v1 battles. And if you thought space was hostile before&hellip just wait until you play in the Dirty Bowl! Death comes fast and hard from all directions as you speed & fight through Orbital Arenas (âOrenasâ) designed specifically to kill and built to thrill! An insane armament of weapons, from Sunblasters to Bioguns, let you use different angles and both of your hands to combine your weapons of choice when stalking and taking down your opponents. Full VR embodiment allows you to use your hands and body to dodge, weave and fly through hostile space environments and 360Â° orbital battlefields!</p>
235K68;1154640;Cloudpunk;Video Games and Consoles - Nintendo Switch - Games;16+;21.94;5060264374298;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235K68/fc622fd0cfcc47aa847d87d441c29c51.jpg/f/cloudpunk.jpg;2;;English;English;English;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Your name is Rania. This is your first night working for Cloudpunk, the semi-legal delivery company based in the sprawling city of Nivalis. You go everywhere, from the Marrow below to the spires that pierce the grey clouds high above before scraping the edge of the troposphere. No delivery job is too dangerous, and no one is faster than a Cloudpunk driver.</p><p>In this story-based exploration game, you will meet a diverse range of characters including androids, AI and unscrupulous humans at every level of society. Everyone has a story, and in the course of one night in Nivalis, everything will change.</p><ul><li>Explore an immense vertical cyberpunk city with your hover car and on foot</li><li>Unravel mysteries in a world of corporate conspiracy, hackers and rogue AI through the eyes of Rania</li><li>Meet a diverse range of characters and immerse yourself in their everyday lives</li><li>Your decisions will have a lasting impact on the inhabitants of Nivalis</li><li>Discover hidden places and items unlocking additional stories</li></ul>
AD7Z9M;1141047;Zombie Army 4: Dead War;Video Games and Consoles - PlayStation 4 - Games;18+;26.0;5056208803795;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AD7Z9M/ec7062cdba854731ba0c0bcf79d1fa5d.jpg/f/zombie-army-4-dead-war.jpg;21;;English;English;English,French,German,Italian,Spanish,Polish,Portuguese;18+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Hitlerâs hordes are back for more in this spine-chilling shooter from the makers of Sniper Elite 4! Abominable occult enemies, epic weapons and a harrowing new campaign for 1-4 players await in 1940s Europe, as you fight to save humankind from undead Armageddon!<br><br></p><p><strong>SHOCKING NEW CAMPAIGN</strong><br>The resistance have defeated Zombie Hitler and cast him into Hell â but the dead rise once again with greater hunger than before.</p><p>Continue the alternate history of Zombie Army Trilogy in huge new levels, and uncover a sinister plan that takes the Survivor Brigade across Italy and beyond!</p><p>Fight the forces of darkness in corpse-riddled canals, survive a Zombie Zoo, and journey to dark, inexplicable places no person has been before&hellip and lived to tell the tale!</p><p><strong>BIGGER, BADDER HORDE MODE</strong><br>Extend your SLAYcation in the expanded Horde Mode. The longer you survive, the bigger the map gets. How long can you fight back without joining the horde of the LIVING DEAD?</p><p><strong>AWARD-WINNING GUNPLAY</strong><br>Experience the genre-defining ballistics Rebellion made famous in the Sniper Elite series, and put it to good use against the shambling hordes of the damned!</p><p><strong>UPGRADED KILL CAMS AND DISMEMBERMENT</strong><br>The X-Ray Kill Camera returns! Watch in gory-ous slow motion as bullets, bombs and more destroy bones and organs in X-Ray. Marvel as your bullets tear off a rotten limb or two, and shiver as the dead KEEP COMING!</p><p><strong>DEEP PROGRESSION AND CUSTOMISATION</strong><br>Build the slayer that suits you as you rank up! Fancy yourself a guardian angel? Take damage for your teammates! Like that turret so much? Why not take it with you? Then kill in style as you unlock new outfits, emotes and taunts!</p><p><strong>KILLER MELEE</strong><br>When the dead surround you, fight back with enhanced melee combat! Barge through crowds, stomp on heads and dispatch the living dead with fearsome takedown moves!</p><p><strong>EPIC WEAPONRY</strong><br>Harness the power of fire, lightning, and divine essence to upgrade your guns at workbenches, and create homespun hell raisers! An assault rifle that shoots lightning? A pistol with a flaming bayonet? Anything goes in humankindâs last stand!</p><p><strong>MONSTROUS MULTITUDES</strong><br>Take on legions of ghoulish grabbers, hulking armoured elites, terrifying shadow demons, explosive suicide generals and a host of other surprises! When youâre staring down the fleshy barrel of a ZOMBIE TANK, youâll wish youâd stayed behind the sofa!</p>
236Y5M;1165311;Piranha Playstation 5 Protective Silicone Skin (Black);Video Games and Consoles - PlayStation 5 - Accessories - Other Accessories;;6.92;4897076695096;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236Y5M/606b90fe2a12417eb86aaae51c367735.png/f/piranha-playstation-5-protective-silicone-skin-black.png;34;;;;;;;;;;;;;;Black;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>The Protective Silicone Skin is created using premium materials and includes textured handles to give additional grip when gaming</p><ul><li>High-quality washable silicone&nbsp</li><li>Textured handles improve grip on the controller&nbsp</li><li>Protects the controller from dust and dirt&nbsp</li><li>Open back allows batterie packs to be changed without removing the silicone skin&nbsp</li><li>Retains access to all controls</li></ul>
236J8N;1162586;Nintendo Switch Neon Red Joy-Con (R);Video Games and Consoles - Nintendo Switch - Accessories - Controllers;;32.34;0045496431396;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236J8N/193c5e47c6f44d5eac2eb4ad4819f4af.jpg/f/nintendo-switch-neon-red-joy-con-r.jpg;58;Nintendo;;;;;;;;;;;;;Red;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Each Joy-Con has a full set of buttons and can act as a standalone controller, and each includes an accelerometer and gyroscope motion sensor, making independent left and right motion control possible.</p>
AD39TN;1099283;Fire Emblem: Three Houses;Video Games and Consoles - Nintendo Switch - Games;12+;39.0;0045496424220;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AD39TN/6752c158f43e4cc089d230ac0688ee50.png/f/fire-emblem-three-houses.png;253;;;English;English,French,German,Spanish,Italian;12+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>A brand-new Fire Emblem game with a new story and characters is coming to the Nintendo Switch system. The game takes place on Fodlan, where the Church of Seiros exercises great power over the land and its people. As the main character, the player must not only fight on the battlefield, but also can move the character freely and interact with other characters to build relationships and gather information at some parts. This turn-based tactical RPG will put new strategic twists on battling, with formations of troops supporting individual units on the battlefield. Do you have what it takes to survive and conquer in this brand-new Fire Emblem game?</p><p>Key Features</p><ul><li>A traditional turn-based tactical RPG that puts new twists on strategic battling. Now when the player maneuvers a unit, formations of troops move with them and support them in battle.</li><li>In some parts, the player can move the main character freely, and interact with other characters, and gather information.</li><li>The game is set in a new world&mdashFodlan, where the Church of Seiros exercises great power over the land and people.</li><li>Your protagonist meets three main characters&mdashEdelgard, Dimitri, and Claude&mdashwho play important roles in the story.</li></ul>
236Z9Q;1165583;Playstation 5, Xbox Series X/S 3M Charge Cable;Video Games and Consoles - PlayStation 5 - Accessories - Chargers;;4.04;7350021965059;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236Z9Q/6e80b4efa11b4758a55335d0c74c7c1a.png/f/playstation-5-xbox-series-x-s-3m-charge-cable.png;85;ORB;;;;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Continue your game while your controller is being charged with this charger cable for your Playstation 5 and Xbox Series X / S controller.</strong></p><p> With this 3 meter charger cable, you never have to despair when your controller&#39s battery starts to run out! Now you can continue playing while the controller is charging.</p><ul><li><p> 3m charger cable for Playstation 5, Xbox Series X / S controllers</p></li><li><p> The large 3 m length ensures undisturbed play</p></li><li><p> Also suitable for use with other USB C devices with rechargeable batteries</p></li><li><p> Enables charging and gaming at the same time</p></li><li><p> Compatible with USB C devices</p></li></ul>
236Z9P;1165582;Playstation 5 Analog Thumb Grips + Triggers;Video Games and Consoles - PlayStation 5 - Accessories - Thumb grips;;4.04;7350021965042;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236Z9P/9dcbc8b70f544db88a736d04b12639ee.png/f/playstation-5-analog-thumb-grips-triggers.png;32;ORB;;;;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Get the ultimate grip on your Playstation 5 controller with this set of 4 thumb grips and 4 sets of triggers.</strong></p><p>These thumb grips and triggers are designed to improve gaming and protect the controller's thumb sticks and trigger. Make your choice between two different grip styles: domed and dotted.</p><p><strong>Includes</strong> :</p><ul><li><p>4 x rubber grips</p></li><li><p>4 x triggers</p></li><li><p>2 x domed design</p></li><li><p>2 x 4 dot design</p></li></ul>
2365RE;1158729;Mario Kart Live: Home Circuit - Mario Edition.;Video Games and Consoles - Nintendo Switch - Games;;92.44;0045496426262;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2365RE/71f1a36c9fac4f9f9c46feeda8923f79.jpg/f/mario-kart-live-home-circuit-mario-edition.jpg;533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p><strong>Have you ever dreamed of what your living room would look like if it were a track in Mario Kart? Now you can make Mario Kart real with your very own Home Circuit.</strong></p><p> Mario Kart gets an AI twist where you can build your very own and unique course at home. The game works by giving you a physical Super Mario go-kart (a physical and remote controlled car) controlled via your Nintendo Switch. You build the course with physical checkpoints.</p><p> When you are ready, Mario&#39s amazing universe is transferred to your living room and you can watch the effects, opponents, coins, power ups and more being brought to life through your Nintendo Switch. The go-kart is affected by both things in the game and the real world. The car stops, for example, if you hit an object in the game. If you drive into the dining table, Mario will also grumble on your screen.</p><p> So you can turn your home into a racetrack and unfold Mario Kart directly on the living room floor. The remote-controlled car is equipped with a camera, so you can keep a sharp eye while maneuvering around with your Nintendo Switch. You will find that your home is suddenly filled with sand, water or anything else from Mario Kart!</p><p> <strong>What&#39s in the box?</strong></p><ul><li><p> 1 remote control Mario Kart (Super Mario)</p></li><li><p> 4 checkpoints and 2 arrows to build the course</p></li><li><p> USB charging cable</p></li></ul>
235XZ7;1157307;Overcooked All You Can Eat;Video Games and Consoles - PlayStation 5 - Games;3+;29.75;5056208808851;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235XZ7/8ec4b5ad9f3a4c0b9689ffaca626d6d9.jpg/f/overcooked-all-you-can-eat.jpg;44;;English;English;English,German,Spanish,French,Italian,Polish,Russian;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p></p><p>Overcooked!, Overcooked! 2 and all additional content are blended together and remastered in this delicious definitive edition!&nbspEnjoy hundreds of levels of cooperative cooking chaos across increasingly perilous and obscure kitchens.<br></p><p></p><p><strong>Overcooked! Goes Online</strong><br> For the first time ever, online multiplayer has been fully integrated into Overcooked! Revisit your favourite kitchens from the first game in stunning 4K and ONLINE!<br><br><strong>A Visual Feast!<br></strong>Both games have been taken to the next level with stunning, enhanced 4K visuals - this is the best that the Overcooked! series has ever looked.</p><p> <strong>Tasty New Content!</strong><br> New levels, new chefs and new mayhem - all exclusive to Overcooked! All You Can Eat.</p><p></p><p><strong>Multiple Modes!</strong><br> Players can enjoy campaign, survival and practice modes, and new to All You Can Eat - assist mode! Assist mode offers a number of options to allow for a less frantic game including slower recipe timeout, increased round timers and the option to skip levels.</p><p><strong>Accessible For All!<br></strong>Overcooked! All You Can Eat contains a features to allow as many players as possible to join in the food frenzy! Scalable UI, dyslexia friendly text and colour blindess options are all available.&nbsp</p><p> Journey back to the Onion King for a feast of epic proportions in Overcooked! All You Can Eat</p><p></p><p></p><p></p>
234ED7;1145438;Nintendo Switch Carrying Case with Animal Crossing: New Horizons theme;Video Games and Consoles - Nintendo Switch - Accessories - Cases & Storage;;22.24;0045496431365;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/234ED7/b4fb74ce0d154535862d303b43b7119d.jpg/f/nintendo-switch-carrying-case-with-animal-crossing-new-horizons-theme.jpg;128;Nintendo;;English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Nintendo Switch Carrying Case in Animal Crossing: New Horizons theme.</p>
235U4F;1156424;Power Rangers: Battle For The Grid (Collector's Edition);Video Games and Consoles - PlayStation 4 - Games;12+;18.47;5016488136242;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235U4F/85dcb4f524e24cacacf12e455549b244.jpg/f/power-rangers-battle-for-grid-collectors-edition.jpg;21;;English;English;English,German,Spanish,French,Italian,Portuguese;12+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>A modern take on the 25 year franchise, <i>Power Rangers: Battle for the Grid</i> pits current and classic Rangers and villains like never before in 3v3 tag team battles. The controls promote simplicity and fluidity, enabling beginners to enjoy the combat system and encouraging advanced players to delve into its gameplay mechanics, which include real-time assist takeover, dynamic defense through push blocking and aerial guard, customisable juggle combos, and a unique Megazord comeback mode.</p><p><b>KEY FEATURES:</b>  </p><p><b>16 Rangers & Villains across Generations</b><span></span>  </p><ul><li>Roster includes Jason Lee Scott, Tommy Oliver, Gia Moran, Ranger Slayer, Magna Defender, Kat Manx, Mastodon Sentry, Goldar, Lord Drakkon, Cenozoic Blue Ranger, Udonna, Dragon Armor Trini, Trey of Triforia, Jen Scotts, Lord Zedd, and Lauren Shiba.<span></span>  </li><li>Game also includes Kimberly Hart (Mighty Morphin Pink Ranger) and Lord Drakkon V2 character skins.</li></ul><p><b>9 Arenas across Iconic Locations</b><span></span>  </p><p>Battle in iconic locations from the multiverse, including Zordonâs Training Room and Command Center from Mighty Morphin Power Rangers, Harwood County Warzone from Power Rangers Super Megaforce, Mystic Forest from Power Rangers Mystic Force, Lord Drakkonâs Throne Room from Boom! Comicsâ Mighty Morphin Power Rangers, Corinth from Power Rangers R.P.M., Planet Earth: Cenozoic Era and Tower from 2017 Movie, and Space Patrol Delta Base from Power Rangers S.P.D.&nbsp</p><p><b>4 Megazords (Ultras)</b><span></span>  </p><p>Summon Megazords and monsters, such as Dino Megazord, Dragonzord, Mega Goldar, or Delta Squad Megazord, to stage epic comebacks.</p><p><b>Original Story: A Reimagining of the Shattered Grid Event</b><span></span>  </p><ul><li>Story Modeâs narrative is written and voice directed by writer/director Kyle Higgins (<i>Mighty Morphin Power Rangers: Shattered Grid, Nightwing, Batman: Gates of Gotham</i>).  </li><li>The mode also features original artwork by Eisner Award-winning illustrator Dan Mora (<i>Go Go POWER RANGERS, Buffy the Vampire Slayer, Klaus</i>). In Story Mode, players experience a re-imagining of the critically acclaimed <i>Shattered Grid</i> event from Boom! Studiosâ <i>Power Rangers</i> comic book series.   </li><li>When Lord Drakkon, an evil alternate version of Tommy Oliver, sets off a massive campaign across time and space to destroy all Power Rangers, they must band together and fight back before all of existence falls to his armies.</li></ul><p><b>Voiceovers by Original Cast</b><span></span>  </p><p>Story and combat voiceovers are performed by original <i>Power Rangers</i> cast members, including Jason David Frank (Tommy Oliver), Austin St. John (Jason Lee Scott), David J. Fielding (Zordon), Kerrigan Mahan, (Goldar), Dan Southworth (Eric Myers) and Meghan âStrawburry17â Camarena (Kimberly).</p><p><b>Crossplay & Cross-progression among PlayStation 4, Nintendo Switch, Xbox One and PC</b><span></span>  </p><ul><li><i>Power Rangers: Battle for the Grid </i>is the first fighting game to enable crossplay among Playstation 4, Nintendo Switch, Xbox One, and PC, where players across all gaming platforms can battle against each other in Ranked, Casual, Direct or Lobby Matches.  </li><li>Crossplay helps players find matches faster against similarly skilled players and opens up a larger matchmaking pool, making the game more competitive. The game also enables cross-progression, so players can carry progress made on one platform to another.</li></ul><p><b>Challenge Your Friends in Direct Match & Online Lobbies</b><span></span>  </p><ul><li>Direct Match lets friends or any two specific players match up against each other.  </li><li>Online Lobbies allows up to 8 players to join together in friendly matches, where participants can battle in up to 4 different matches at a time or spectate on a match and be the next player up.</li></ul>
AJ3VQ8;1127227;The Legend of Zelda: Linkâs Awakening;Video Games and Consoles - Nintendo Switch - Games;7+;37.84;0045496424435;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AJ3VQ8/c67caf541b2e4243986a6ae82c6f74be.jpg/f/legend-of-zelda-links-awakening.jpg;704;;;English;English,French,German,Italian,Russian,Dutch,Spanish,Japanese,Traditional Chinese,Korean;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Link has washed ashore on a mysterious island with strange and colorful inhabitants. To escape the island, Link must collect magical instruments across the land and awaken the Wind Fish. Explore a reimagined Koholint Island thatâs been faithfully rebuilt in a brand-new art style that will entice fans and newcomers alike. Battle enemies as you conquer numerous dungeons and uncover the hidden secrets of the island. Encounter Super Mario enemies like Goombas, Piranha Plants, and more, and interact with unique locals who help Link on his adventure. As you clear dungeons throughout the main story, earn dungeon rooms (Chambers), then arrange them into custom layouts in the all-new Chamber Dungeon. Place your dungeon entrance, Nightmare room, and everything in between as you try to fulfill objectives and play through a new dungeon. Tap compatible amiibo figures to earn more Chambers and and additional Chambers throughout the game in updated mini-games, such as the river rapids, trendy game, and fishing.</p><p><strong>FEATURES</strong></p><ul><li>As Link, explore a reimagined Koholint Island and collect instruments to awaken the Wind Fish to find a way home</li><li>Explore numerous dungeons, riddled with tricks, traps, and enemies, including some from the Super Mario series</li><li>Meet and interact with unique locals to get help on your adventure</li><li>Listen to a reawakened soundtrack that helps bring life to Koholint Island</li><li>Earn Chambers (Dungeon Rooms) and arrange them to complete objectives in the all-new Chamber Dungeon.</li><li>Complete dungeons throughout the story to earn their rooms for the Chamber Dungeon.</li><li>Earn additional chambers in mini-games and by tapping any amiibo figure featuring a Legend of Zelda character.</li></ul>
