Art.Nr;Titel;Warengruppe;System;Genre;Label;Nachbestellbar j/n;Bestand;Laufzeit-Gesamt;FSK;EAN;EK-Preis;Bewertung;Empf.VK;Aktions VK;Aktions EK;Darsteller 1;Regisseur;DVD-Anzahl;Beschreibung;Original BestellNr;VÖ-Datum;Lieferant;aktiv;Jpg-Pfad
419645;Gute Laune Spielebox 3  PC;PC Software;PC;Sammlung;S.A.D.;J;       0;;6;4017404032052;      11,00;B;    19,99;    19,99;;;;  1;Das Speleerlebnis geht in die dritte Runde!<BR><BR>In dieser  großartigen Sammlung erwarten Dich 15 <BR> ungekürzte Vollversionen. Darunter Topseller wie <BR> Grimville  Das Geschenk der Dunkelheit, Enigmatis  Die <BR> Schatten von Karkhala, Treasures of Montezuma 5 und viele <BR> mehr.  Dabei sind mit Wimmelbild, Match3, Klick-Management <BR> und Mahjong, Spiele aus den beliebtesten Genres vertreten. <BR> Mit Scharfsinn, Kombinationsgabe und einem guten Auge gilt <BR> es, zahlreiche Rätsel zu lösen, versteckte Gegenstände zu  <BR> bestehen.<BR><BR>- 15 ungekürzte Vollversionen<BR>- Unzählige Stunden Spielspaß<BR>- Großartiges Gameplay<BR>- Komplett auf Deutsch<BR>- Tolle Mischung aus Wimmelbild-,Match3-und <BR> Klick-Management-Spielen<BR>;;10.08.2018;S.A.D. GmbH;1;https://bilderserver.vitrex.de/419645.jpg
419646;Royal Trouble 2  PC  BUDGET Flitterwochen Chaos   YELLOW VALLEY;PC Software;PC;Wimmelbild;S.A.D.;J;       0;;o.A.;4017404032076;       2,99;B;     4,99;     4,99;;;;  1;Stürz dich in ein lustiges Romantik-Abenteuer!<BR>Das frisch verheiratete Königspaar Loreen und Nathaniel <BR> wollen ihre Flitterwochen auf einem Schloss, das einem <BR> Vergnügungspark sehr ähnlich ist, verbringen. Dort <BR> angekommen, müssen sie leider schon sehr  bald <BR> feststellen, dass sie in eine Touristenfalle für reiche <BR> Adelige getappt sind und sich nun in einem tragischen <BR> Schlamassel befinden.<BR>Schaffst du es, die Flitterwochen unseres Helden-Pärchens <BR> zu retten?<BR><BR>Features:<BR><BR>- 6 humorvolle Kapitel<BR>- 3 Schwierigkeitsgrade<BR>- Löse 10 trickreiche Mini-Spiele & Rätsel<BR>- Entdecke 28 verschiedene Orte<BR>- Erhalte 15 Trophäen<BR>- Sammle 29 Löwenköpfe für Nathaniels Familienwappen<BR>;;10.08.2018;S.A.D. GmbH;1;https://bilderserver.vitrex.de/419646.jpg
419647;Jason und das goldene Vlies  PC BUDGET Die Abenteuer des Perseus  YELLOW VALLEY;PC Software;PC;Sammlung;S.A.D.;J;       0;;o.A.;4017404032083;       2,99;B;     4,99;     4,99;;;;  1;Jason und das goldene Vlies:<BR>Begib dich auf  eine mythische Reise in die Zeit, als die <BR> Götter durch das Land zogen  und Helden epische Schlachten <BR> ausfochten. Folge Jason und den Argonauten auf der Suche <BR> nach dem Goldenen Vlies über den Rand der Welt hinaus. <BR> Bilde Reihen gleicher Teile und gewinne die Gunst der <BR> Götter!<BR><BR>Die Abenteuer des Perseus:<BR>Schließe dich Perseus an und erlebe die phantastische Welt <BR> des antiken Griechenlands. Hilf Perseus dabei, <BR> anspruchsvolle 3-Gewinnt-Levels und knifflige Puzzles zu <BR> lösen. Sammle antike Artefakte und hilf mit, eine uralte <BR> Stadt wieder aufzubauen. Wird es dir gelingen, das <BR> Wohlwollen und die Hilfe der Götter zu erlangen, um den <BR> vor dir liegenden Weg gefahrlos beschreiten zu können?<BR><BR>;;10.08.2018;S.A.D. GmbH;1;https://bilderserver.vitrex.de/419647.jpg
419692;ESD Crew 2 Bronze Credits Code wird als PDF Datei geliefert 90.000 + 10.000 Credits;PSN Code;PlayStation;Mission CD;Ubi Soft;J;       0;;tba;4251604110848;       8,26;;     9,99;     9,99;;;;  1;Verwende Crew-Credits, um fantastische neue Fahrzeuge und<BR>Anpassungsgegenstände für deine Gefährte oder deinen <BR> Avatar zu kaufen! Betrag:<BR>90 000 + 10 000 CC Bonus.<BR>;;20.07.2018;Sonderposten;1;https://bilderserver.vitrex.de/419692.jpg
419693;ESD Crew 2 Bronze Credits AT Code wird als PDF Datei geliefert 90.000 + 10.000 Credits;PSN Code;PlayStation;Mission CD;Ubi Soft;J;       0;;ungeprüft;4251604110855;       8,05;;     9,99;     9,99;;;;  1;Verwende Crew-Credits, um fantastische neue Fahrzeuge und<BR>Anpassungsgegenstände für deine Gefährte oder deinen <BR> Avatar zu kaufen! Betrag:<BR>90 000 + 10 000 CC Bonus.<BR>;;20.07.2018;Sonderposten;1;https://bilderserver.vitrex.de/419693.jpg
419694;ESD Crew 2 Bronze Credits CH Code wird als PDF Datei geliefert 90.000 + 10.000 Credits;PSN Code;PlayStation;Mission CD;Ubi Soft;J;       0;;ungeprüft;4251604110862;      10,42;;    11,50;    11,50;;;;  1;Verwende Crew-Credits, um fantastische neue Fahrzeuge und<BR>Anpassungsgegenstände für deine Gefährte oder deinen <BR> Avatar zu kaufen! Betrag:<BR>90 000 + 10 000 CC Bonus.<BR>;;20.07.2018;Sonderposten;1;https://bilderserver.vitrex.de/419694.jpg
419695;ESD Crew 2 Silver Credits Code wird als PDF Datei geliefert 180.000 + 40.000 Credits;PSN Code;PlayStation;Mission CD;Ubi Soft;J;       0;;tba;4251604110923;      16,55;;    19,99;    19,99;;;;  1;Verwende Crew-Credits, um fantastische neue Fahrzeuge und <BR> weitere tolle<BR>Anpassungsgegenstände für deine Gefährte oder deinen <BR> Avatar zu kaufen! Betrag:<BR>180 000 + 40 000 CC Bonus.<BR>;;20.07.2018;Sonderposten;1;https://bilderserver.vitrex.de/419695.jpg
419696;ESD Crew 2 Silver Credits AT Code wird als PDF Datei geliefert 180.000 + 40.000 Credits;PSN Code;PlayStation;Mission CD;Ubi Soft;J;       0;;ungeprüft;4251604110930;      16,13;;    19,99;    19,99;;;;  1;Verwende Crew-Credits, um fantastische neue Fahrzeuge und <BR> weitere tolle<BR>Anpassungsgegenstände für deine Gefährte oder deinen <BR> Avatar zu kaufen! Betrag:<BR>180 000 + 40 000 CC Bonus.<BR>;;20.07.2018;Sonderposten;1;https://bilderserver.vitrex.de/419696.jpg
419697;ESD Crew 2 Silver Credits CH Code wird als PDF Datei geliefert 180.000 + 40.000 Credits;PSN Code;PlayStation;Mission CD;Ubi Soft;J;       0;;ungeprüft;4251604110947;      20,75;;    22,90;    22,90;;;;  1;Verwende Crew-Credits, um fantastische neue Fahrzeuge und <BR> weitere tolle<BR>Anpassungsgegenstände für deine Gefährte oder deinen <BR> Avatar zu kaufen! Betrag:<BR>180 000 + 40 000 CC Bonus.<BR>;;20.07.2018;Sonderposten;1;https://bilderserver.vitrex.de/419697.jpg
419824;Merc  Cable Guy: Spyro incl 2-3m Ladekabel;Merchandise;Merchandise;Merchandise;NBG;J;       5;;33;5060525892790;      15,90;;    24,99;    24,99;;;;  1;;;16.11.2018;Sonderposten;1;https://bilderserver.vitrex.de/419824.jpg
419857;Alien Isolation  PS-4  NEUAUFLAGE;PS4 Software;PS4;Action;Sega;J;       4;;16;5055277034055;      13,67;;    19,99;    19,99;;;;  1;Entdecken Sie die wahre Bedeutung von Angst in Alien: <BR> Isolation!<BR><BR>Survival Horror in einer Atmosphäre von ständiger <BR> Bedrohung und tödlicher Gefahr. 15 Jahre nach den <BR> Ereignissen von Alien macht sich Ellen Ripleys Tochter <BR> Amanda auf die Suche nach ihrer auf mysteriöser weise <BR> verschwundenen Mutter und gerät dabei in einen <BR> verzweifelten Kampf um ihr Überleben.<BR><BR>Als Amanda schlagen Sie sich durch eine immer feindlicher <BR> werdende Umgebung, in der Sie es nicht nur mit einer <BR> panischen und verzweifelten Bevölkerung zu tun haben, <BR> sondern auch mit einem unvorhersehbaren, brutalen Alien. <BR> Unterlegen und unvorbereitet gilt es, das Beste aus dem <BR> Vorhandenen herauszuholen, zu improvisieren und das <BR> Köpfchen zu gebrauchen - nicht nur, um die Mission zu <BR> beenden, sondern um einfach nur am Leben zu bleiben.<BR><BR>Überleben Sie eine immerwährende tödliche Bedrohung. <BR> Erfahren Sie die ständige Angst, wenn ein komplett <BR> dynamisches und reagierendes Alien seine Sinne benutzt, um <BR> Sie zu jagen und auf jeden Ihrer Schritte reagiert.<BR><BR>Improvisieren Sie, um zu überleben. Hacken Sie sich ins <BR> System, nutzen Sie lebensnotwendige Ressourcen und bauen <BR> Ihre eigenen Gegenstände, um mit jeder Situation fertig zu <BR> werden.<BR>Umgehen Sie Ihre Feinde, lenken Sie sie ab oder treten Sie <BR> ihnen von Angesicht zu Angesicht gegenüber?<BR><BR>Erkunde Sie eine Welt voller Geheimnisse und Verrat. <BR> Tauchen Sie ein in die detaillierte Umgebung von <BR> Sevastopol, einem ehemaligen Handelsposten am Rande des <BR> Weltraums. Begegnen Sie seinen zahlreichen Bewohnern in <BR> einer Welt, die von Angst und Misstrauen geprägt ist. <BR>;;14.09.2018;Koch Media GmbH;1;https://bilderserver.vitrex.de/419857.jpg
419872;Hanse  PC  Imperium der Kaufleute;PC Software;PC;Simulation;Astragon;J;       0;;o.A.;4041417650194;       6,34;B;     9,99;     9,99;;;;;In Hanse - Imperium der Kaufleute spielst du einen <BR> aufstrebenden Kaufmann im Europa des 15. Jahrhunderts. <BR> Halte die<BR>Handelsgilde der Hanse zusammen und erweitere ihre Macht, <BR> indem Sie ein weltumspannendes Netz von Schiffsrouten und<BR>Diplomatie aufbauen.<BR><BR>In Hanse - Imperium der Kaufl eute spielst du einen <BR> aufstrebenden Kaufmann im Europa des 15. Jahrhunderts.<BR>Dein Ziel ist es, die Handelsgilde der Hanse <BR> zusammenzuhalten und auszubauen - ein einst mächtiger <BR> Stadtverband, der<BR>nun um seine Position unter fünf weiteren ehrgeizigen <BR> Gilden kämpft.<BR>Du reist im Namen der berühmten Hanse in über 20 Städte <BR> Europas, handelst mit Waren, erweiterst deine eigene Flotte<BR>und knüpfst diplomatische Beziehungen. Du wirst sogar die <BR> Möglichkeit haben, Nordamerika zu erkunden und die frühen<BR>europäischen Siedlungen durch Wirtschaft und Diplomatie <BR> zur Größe zu führen.<BR>Handel mit über 100 verschiedenen Gütern und verhelfe der <BR> Hanse zu ungeahnter Macht und Reichtum. Sichere dir die <BR> Unterstützung politischer Verbündeter durch strategische <BR> Ehen und etabliere so eine erfolgreiche eigene <BR> Handelsdynastie. Setze<BR>dich im Wettbewerb der Händler durch und sichere dir einen <BR> Platz in der Geschichte der Hanse!<BR><BR>FEATURES:<BR>- Handle mit mehr als 100 Waren zwischen 38 Städten auf <BR> zwei Kontinenten (Europa und Nordamerika)<BR>- Wähle zwischen verschiedenen historischen Schiffstypen <BR> und handle entweder manuell oder mit selbst gestalteten, <BR> automatischen Handelsrouten<BR>- Besondere Ereignisse wie das Ausbrechen von Krankheiten <BR> oder Feuersbrünste sorgen für eine dynamische, <BR> abwechslungsreiche<BR>Spielwelt<BR>-  Kämpfe gegen feindliche Schiffskonvois und Piraten in <BR> rundenbasierten Schlachten<BR>- Heirate strategisch, um dir den Beistand wichtiger <BR> politischer Verbündeter zu sichern und gründe deine eigene <BR> Dynastie erfolgreicher Kaufleute<BR>;;28.08.2018;Astragon Sales & Services GmbH;1;https://bilderserver.vitrex.de/419872.jpg
419878;Moto Racer 4  SWITCH;Switch Software;Nintendo Switch;Rennspiel;Astragon;J;       0;;6;3760156482309;      21,30;A;    29,99;    29,99;;;;;Von den Vereinigten Staaten durch die Wüste bis hin zum <BR> Himalaya  Moto Racer 4 entführt Dich auf halsbrecherische <BR> Strecken, die Dir all Dein Können abverlangen. <BR> Hindernisse, erbitterte Gegner, Verkehr und sogar <BR> Ordnungshüter werden sich Dir in den Weg stellen, um Dich <BR> aufzuhalten. Nutze die besonderen Eigenschaften und die <BR> Geländebeschaffenheit der Strecken, um Dein Talent auf <BR> eine harte Probe zu stellen. Meistere Drifts, Wheelies, <BR> Schräglage und andere Techniken, um Deine Ziele zu <BR> erreichen.<BR><BR>Beeindrucke Deine Gegner und beende Deine Rennen als <BR> Sieger. Dramatische Hochgeschwindigkeitsrennen sind <BR> garantiert bei konstanten 60 FPS. Moto Racer 4 bietet <BR> neben Motocross-Maschinen und Motorrädern die Option, <BR> seinen Fahrer und seine Maschine nach den individuellen <BR> Vorlieben anzupassen. Moto Racer 4, entwickelt von Microds <BR> und Artefacts Studio, bietet mehr als 15 Einzel- und <BR> Mehrspieler-Modi und zahlreiche abwechslungsreiche <BR> Strecken. Moto Racer 4 entstand unter der kreativen <BR> Leitung des Designers Paul Cuisset, der sich bereits für <BR> die original Moto Racer Trilogie verantwortlich zeichnete. <BR>;;25.10.2018;Astragon Sales & Services GmbH;1;https://bilderserver.vitrex.de/419878.jpg
419879;ATV Drift & Tricks  SWITCH;Switch Software;Nintendo Switch;Rennspiel;Astragon;J;       0;;tba;3760156482323;      21,30;B;    29,99;    29,99;;;;;ATV Drift & Tricks<BR>- Zweiräder werden Ihnen langweilig? Dann ist ATV Drift & <BR> Tricks das QUAD-Spiel für Sie!<BR>- Abwechslungsreiche Strecken, die Sie immer wieder <BR> befahren können.<BR>- Verrückte Stunts und Drifts bis zum Anschlag.<BR>;;22.11.2018;Astragon Sales & Services GmbH;1;https://bilderserver.vitrex.de/419879.jpg
419910;PES  2019  PS-4 S04 Edition Pro Evolution Soccer  LIMITIERT AUF 400 Schalke 04 Edition;PS4 Software;PS4;Sport;KONAMI;J;      96;;o.A.;4012927103913;       6,60;;     9,99;     9,99;;;;  1;;;30.08.2018;Sonderposten;1;https://bilderserver.vitrex.de/419910.jpg
420066;Labyrinths of the World 7  PC Ein gefährliches Spiel;PC Software;PC;Wimmelbild;S.A.D.;J;       0;;6;4017404032229;       5,46;B;     9,99;     9,99;;;;  1;Was verbirgt sich hinter dem merkwürdigen Brettspiel?<BR><BR>Du reist mit Deiner besten Freundin nach Griechenland in <BR> den wohlverdienten Urlaub. Doch dort entdeckt ihr ein <BR> merkwürdiges Brettspiel in den Ruinen. Wer würde sich <BR> solche Mühe geben, ein Spiel so gut zu verstecken? Oder <BR> wurde es versehentlich hinterlassen? Die Antworten sollst <BR> Du finden und zwar in einem haarsträubenden <BR> Wimmelbildabenteuer! Aber Vorsicht, jemand anders macht <BR> die Regeln und mit ihm ist nicht zu spaßen.<BR><BR>- 5 spannende Kapital<BR>- Löse 14 Mini-Spiele & Rätsel<BR>- 18 abwechslungsreiche Wimmelbildszenen  (alternativ <BR> Match3-Spiel wählbar)<BR>- Integrierte Lösungshilfe<BR><BR>Nur in dieser Sammleredition<BR>- Bonus-Kapitel<BR>- Wiederspielbare Mini-Spiele & Wimmebildszenen<BR>- Viele weitere Extras wie Auszeichnungen, Wallpaper <BR> Videos und Musik<BR><BR>;;14.09.2018;S.A.D. GmbH;1;https://bilderserver.vitrex.de/420066.jpg
420067;Artifact Hunter  PC  Verlorene Prophez.;PC Software;PC;Wimmelbild;S.A.D.;J;       0;;o.A.;4017404032236;       5,46;B;     9,99;     9,99;;;;  1;Reise in diesem 3-Gewinnt-Spiel über die ganze Welt!<BR><BR>Entschlossen, nach dem Verschwinden seines Vaters auf <BR> einer archäologischen Expedition Antworten zu finden, <BR> begibt sich Jason auf die Suche nach der verlorenen <BR> Prophezeiung und beendet die Lebensaufgabe seines Vaters. <BR> Reise mit ihm von einem Ende der Welt zum anderen,  Spiele <BR> an 20 Orten auf der ganzen Welt knifflige 3Gewinnt-Level <BR> und sammle über 20 Artefakte ein. Stelle dich gefährlichen <BR> Feinden und entdecke ein Geheimnis, das die Welt für immer <BR> verändern wird!<BR><BR>- Eine spannende Geschichte über einen Schatzjäger, der <BR> versucht, ein globales Rätsel zu lösen<BR>- 20 Orte in der ganzen Welt zu besuchen<BR>- 20 seltene Artefakte bringen Sie der Wahrheit näher<BR>- Anspruchsvolle Match-3-Levels<BR>- Ein Abenteuer mit einer liebenswerten Besetzung von <BR> Charakteren<BR>;;14.09.2018;S.A.D. GmbH;1;https://bilderserver.vitrex.de/420067.jpg
420069;12 Heldentaten des Herkules 5  PC BUDGET YELLOW VALLEY;PC Software;PC;Geschicklichkeit;S.A.D.;J;       0;;o.A.;4017404032243;       2,99;B;     4,99;     4,99;;;;  1;Sei ein Held und rette die Kinder Griechenlands!<BR>Griechenland steht vor einer neuen Herausforderung, denn <BR> Ares, der Gott des Krieges hat Griechenlands Kinder <BR> entführt, um aus Ihnen eine mächtige Armee zu schaffen!<BR>Herkules und Megara wollen nun die Pläne des bösartigen <BR> Ares durchkreuzen, doch leider ist Ares nicht die einzige <BR> Gefahr, der sich unsere Stellen müssen!<BR><BR>Features<BR>- Über 50 Klickmanagement-Levels<BR>- Finde tolle Spezialobjekte<BR>- Gigantische Golems, bewegliche Brücken und andere coole <BR> Neuerungen<BR>- Extra-langes Bonuskapitel<BR>- Integrierte Lösungshilfe<BR>- Wallpapers, Soundtrack und weitere tolle Extras<BR><BR>;;14.09.2018;S.A.D. GmbH;1;https://bilderserver.vitrex.de/420069.jpg
420071;Games 3  PC  Mega Box Vol. 4  PC L.E. Limited Yellow Valley Edition;PC Software;PC;Sammlung;S.A.D.;J;       0;;6;4017404032267;       5,46;B;     9,99;     9,99;;;;  1;3 TOP-Seller in einer MegaBox!<BR><BR>Portal of Evil:<BR>In einem italienischen Kloster erfährst du in diesem <BR> gruseligen Wimmelbild-Abenteuer etwas vom Orden des <BR> Lichts. Dieses Portal ist mit acht Siegeln verschlossen <BR> und sorgt dafür, dass das Böse nicht die Welt beherrschen <BR> kann. Finde die gestohlenen Siegel!<BR><BR>Haus 1000 Türen  Juwel des Zarathustra:<BR>Begleite Kate auf ihrer Suche durch Tibet, Jerusalem und <BR> Madagaskar, um die Artefakte zu finden, die die Macht des <BR> Edelsteins brechen können. Löse auf deiner Reise eine <BR> Vielzahl kniffliger Rätsel und entdecke hunderte, genial <BR> versteckte Gegenstände.  Das Haus braucht dich. Bist du <BR> bereit zu helfen?<BR><BR>Haus 1000 Türen  Feuerschlangen:<BR>Mit der Rückkehr ins Haus der 1000 Türen schlüpfst du <BR> wiederum in die Rolle der Kate und stehst nun vor der <BR> großen Aufgabe, die Welt mit einem Obelisken zu retten. <BR> Diese Maschine kann jedoch nur mit 4 Elementen in Gang <BR> gesetzt werden, die in 4 verschiedenen Epochen versteckt <BR> wurden.<BR><BR>Features<BR>- Mehr als 30 packende, handgemalte Wimmelbild-Kulissen in <BR> verschneiter Umgebung! <BR>- Finde Hinweise im besonderen Detektiv-Modus! <BR>- Überraschende Puzzles und unerwartete Story-Wendungen! <BR>- Teste Dein Urteilsvermögen in herausfordernden <BR> Mini-Spielen! <BR><BR>;;07.09.2018;S.A.D. GmbH;1;https://bilderserver.vitrex.de/420071.jpg
420179;Deponia  PC  Sammler Edition;PC Software;PC;ActionAdventure;EuroVideo;J;       0;;6;4260252080977;      20,34;B;    29,99;    29,99;;;;  1;Alle vier Teile des beliebten Adventures in einer Edition.<BR><BR>;;09.08.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420179.jpg
420180;VR Smash Hit Plunder  PS-4;PS4 Software;PS4;ActionAdventure;EuroVideo;J;       0;;6;5060522092117;      20,70;A;    29,99;    29,99;;;;  1;Beschwöre den Magus in dir! Mach dich in Gestalt eines <BR> Magiers mithilfe der Kraft von PS VR in einem riesigen <BR> Schloss auf die Suche nach Gold, Kostbarkeiten und einem <BR> gut versteckten Schatz deiner Ahnen. Frisch von der <BR> Zaubererschule brennst du richtig darauf, endlich deine <BR> neu entdeckten Fähigkeiten auszuprobieren. Da kommt der <BR> ehemalige Familiensitz gerade recht, denn dort treibt ein <BR> hinterlistiger Geistergläubiger, der deine Vorfahren um <BR> ihr Vermögen gebracht hat, sein Unwesen.<BR><BR>Der PlayStation VR-Titel Smash Hit Plunder vereint das <BR> immersive PS VR-Erlebnis mit der einzigartigen Social <BR> Screen-Funktion von PS4. Im Multiplayer-Modus können sich <BR> deine Freunde auf dem Fernsehbildschirm zusammentun, <BR> während du die Burg über das Headset erkundest.<BR><BR>;;02.10.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420180.jpg
420181;Armageddon Collection  PC;PC Software;PC;Sammlung;EuroVideo;J;       0;;12;4260252081042;      20,34;B;    29,99;    29,99;;;;  1;Von den verrückten Abenteuern mit Rufus auf dem <BR> Müllplaneten Deponia über die mystische Welt von <BR> Aventurien in den Das schwarze Auge-Adventures Memoria und <BR> Satinavs Ketten bis hin zur Umweltapokalypse in A New <BR> Beginning  die Armageddon Collection bietet Adventure-Fans <BR> packende Geschichten, knackige Rätsel und satte 150 <BR> Stunden Unterhaltung, Spannung und Spielspaß.<BR>;;17.09.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420181.jpg
420182;Schwarze Auge Superbox  PC;PC Software;PC;ActionAdventure;EuroVideo;J;       0;;12;4260252081011;      13,59;B;    19,99;    19,99;;;;  1;;;14.09.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420182.jpg
420183;Pilot Sports  PS-4;PS4 Software;PS4;Simulation;EuroVideo;J;       0;;o.A.;4009750550786;      13,86;A;    19,99;    19,99;;;;  1;Bei Pilot Sports dreht sich alles um die verschiedensten <BR> Fluggeräte, die sich unterschiedlich steuern und anfühlen. <BR> Jedes für sich bietet eine neue Herausforderung. An <BR> exotischen Schauplätzen muss man immer anspruchsvollere <BR> Kurse abfliegen und die beste Zeit oder den besten Score <BR> erreichen.<BR>;;30.10.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420183.jpg
420184;Pilot Sports  Switch;Switch Software;Nintendo Switch;Simulation;EuroVideo;J;       0;;o.A.;4009750520475;      13,86;A;    19,99;    19,99;;;;  1;Bei Pilot Sports dreht sich alles um die verschiedensten <BR> Fluggeräte, die sich unterschiedlich steuern und anfühlen. <BR> Jedes für sich bietet eine neue Herausforderung. An <BR> exotischen Schauplätzen muss man immer anspruchsvollere <BR> Kurse abfliegen und die beste Zeit oder den besten Score <BR> erreichen.<BR>;;10.10.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420184.jpg
420186;Edna & Harvey Box  PC;PC Software;PC;ActionAdventure;EuroVideo;J;       0;;12;4260252081035;       9,45;B;    14,99;    14,99;;;;  1;Zwei absolute Adventure-Kulthits  jetzt in einer Box mit <BR> Sammlerwert<BR><BR>Daedalics preisgekröntes Erstlingswerk Edna Bricht aus <BR> sowie die ebenfalls vielfach ausgezeichete Fortsetzung <BR> Harveys neue Augen gibt es nun in einer neuen Edition  <BR> inklusive 48-seitigem Comicbuch Auf der Mörderischen Jagd <BR> nach Räuberhäuptling Fusselbart mit Sammlerwert.<BR><BR>In Edna bricht aus begleiten die Spieler Edna und ihren <BR> sprechenden Stoffhasen Harvey bei der Flucht aus ihrer <BR> Gummizelle. Eine bizarre Reise quer durch die Irrenanstalt <BR> und darüber hinaus. In der Fortsetzung Harveys neue Augen <BR> gibt es ein spannendes Abenteuer mit Klosterschülerin <BR> Lilli sowie alten Bekannten aus dem ersten Teil zu <BR> erleben. <BR>;;02.10.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420186.jpg
420187;Ostwind  PC  Gold;PC Software;PC;Geschicklichkeit;EuroVideo;J;       0;;o.A.;4009750504154;      12,60;;    19,99;    19,99;;;;  1;Das bekannte Spiel mit jeder Menge neuer Aufgaben, <BR> Missionen und Abenteuern und mehr Spielzeit!<BR>Neben dem Originalspiel OSTWIND, inklusive aller Updates <BR> bietet die Gold Edition eine völlig neue und vor <BR> allemoffene Welt  reiten, wohin man möchte!<BR>Neue Missionen warten darauf, von Mika und Ostwind gelöst <BR> zu werden: der Spieler muss den schnellsten Weg nach Gut <BR> Kaltenbach finden, denn dort wartet bereits Maria <BR> Kaltenbach mit neuen Aufgaben. Aber auch Neben-Missionen <BR> müssen erfüllt werden, um weitere Aufgaben freizuschalten. <BR> Mit nunmehr 5 bis 7 Stunden Spielzeit wurden die Rufe der <BR> Fans nach mehr Inhalt erhört und in wunderschöner Grafik <BR> umgesetzt.<BR>;;06.11.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420187.jpg
420190;Grip: Combat Racing  PC;PC Software;PC;Rennspiel;EuroVideo;J;       0;;12;5060188670803;      12,42;A;    19,99;    19,99;;;;  1;Die aus der Straßenrennszene entstandene Spielwelt von <BR> Grip wird von Brutalität und Erbarmungslosigkeit <BR> dominiert. Es reicht nicht, Rennen zu gewinnen. Wer <BR> wirklich an die Spitze will, muss sich auf lange Sicht <BR> beweisen, seine Rivalen vernichten und eine Schneise der <BR> Verwüstung hinterlassen.<BR><BR>An Wänden, Decken und allem nur erdenklichem <BR> entlangfahren, furchterregende Strecken meistern, Tricks <BR> zeigen, sagenhafte Stunts ausführen und sich seinen Weg <BR> durch den Spielkosmos bahnen.<BR>Der Spieler kann sein Fahrzeug anpassen, vernichtende <BR> Waffen einsetzen und die zerstörbare Umgebung nutzen um <BR> nicht nur den Sieg zu holen, sondern den Gegner auch <BR> komplett in den Staub zu verweisen.<BR>;;06.11.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420190.jpg
420191;Grip: Combat Racing  PS-4;PS4 Software;PS4;Rennspiel;EuroVideo;J;       0;;12;5060188670766;      16,92;A;    24,99;    24,99;;;;  1;Die aus der Straßenrennszene entstandene Spielwelt von <BR> Grip wird von Brutalität und Erbarmungslosigkeit <BR> dominiert. Es reicht nicht, Rennen zu gewinnen. Wer <BR> wirklich an die Spitze will, muss sich auf lange Sicht <BR> beweisen, seine Rivalen vernichten und eine Schneise der <BR> Verwüstung hinterlassen.<BR><BR>An Wänden, Decken und allem nur erdenklichem <BR> entlangfahren, furchterregende Strecken meistern, Tricks <BR> zeigen, sagenhafte Stunts ausführen und sich seinen Weg <BR> durch den Spielkosmos bahnen.<BR>Der Spieler kann sein Fahrzeug anpassen, vernichtende <BR> Waffen einsetzen und die zerstörbare Umgebung nutzen um <BR> nicht nur den Sieg zu holen, sondern den Gegner auch <BR> komplett in den Staub zu verweisen.<BR>;;06.11.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420191.jpg
420193;Grip: Combat Racing  Switch;Switch Software;Nintendo Switch;Rennspiel;EuroVideo;J;       0;;12;5060188670728;      16,92;A;    24,99;    24,99;;;;  1;Die aus der Straßenrennszene entstandene Spielwelt von <BR> Grip wird von Brutalität und Erbarmungslosigkeit <BR> dominiert. Es reicht nicht, Rennen zu gewinnen. Wer <BR> wirklich an die Spitze will, muss sich auf lange Sicht <BR> beweisen, seine Rivalen vernichten und eine Schneise der <BR> Verwüstung hinterlassen.<BR><BR>An Wänden, Decken und allem nur erdenklichem <BR> entlangfahren, furchterregende Strecken meistern, Tricks <BR> zeigen, sagenhafte Stunts ausführen und sich seinen Weg <BR> durch den Spielkosmos bahnen.<BR>Der Spieler kann sein Fahrzeug anpassen, vernichtende <BR> Waffen einsetzen und die zerstörbare Umgebung nutzen um <BR> nicht nur den Sieg zu holen, sondern den Gegner auch <BR> komplett in den Staub zu verweisen.<BR>;;06.11.2018;EuroVideo Medien GmbH;1;https://bilderserver.vitrex.de/420193.jpg
